Precio,Habitaciones,Piso,Barrio
568160,2,2,21
724635,5,6,2
912766,3,16,22
530251,2,12,38
289233,3,15,17
980355,2,11,34
895265,4,3,26
716906,1,4,13
559246,2,8,12
226598,3,9,30
324744,1,2,40
77335,3,3,36
607456,4,20,30
803004,3,17,9
701207,1,1,17
37941,3,13,1
962805,3,11,21
144381,2,12,48
750471,1,18,37
375246,4,17,23
23144,3,6,27
842553,3,3,39
236481,5,17,39
973459,2,19,29
390850,5,10,32
303020,3,5,38
552459,2,11,44
773762,3,7,27
644219,5,19,20
860293,1,15,16
797311,2,4,30
382405,4,4,18
267364,5,9,1
377728,3,3,13
882481,3,12,49
533379,3,4,46
351224,5,14,2
182384,5,10,4
518456,4,20,37
607164,4,3,30
547781,2,20,23
58749,3,18,14
630160,3,20,44
160350,4,16,28
246371,2,8,12
935075,1,4,9
132518,2,4,50
356815,5,11,45
886697,1,11,31
995926,1,14,7
112702,5,14,15
939331,2,8,47
381458,2,1,37
696198,5,6,3
951505,3,9,24
644979,2,4,41
495754,3,20,36
346937,5,20,19
584529,3,18,40
629260,2,11,1
569391,3,7,5
21544,5,3,26
737908,2,1,14
759620,5,8,17
85139,1,10,47
584234,5,6,40
99173,1,7,47
975792,4,7,7
411238,3,14,17
941219,5,1,31
646512,5,18,33
797651,3,2,27
928174,2,15,48
982313,5,4,9
983083,3,13,46
883985,1,2,48
817469,3,11,15
655448,2,14,50
286066,2,20,41
407162,1,17,7
220053,5,5,15
798605,5,4,13
380315,2,14,35
133941,2,13,13
526006,4,5,19
812036,1,9,12
234672,5,5,8
224133,4,5,9
390513,3,17,20
580635,1,9,2
670367,5,13,25
411287,4,18,39
454176,4,6,19
609707,2,13,12
651632,2,14,38
980596,1,13,22
942931,1,3,26
37488,2,4,6
547511,4,16,17
585031,4,18,50
232449,1,4,11
892378,5,4,19
391945,2,17,2
276422,5,17,50
391068,2,10,48
231351,1,18,3
226511,1,7,13
591314,1,18,42
571501,4,15,50
922849,4,5,44
386748,4,1,22
540389,3,7,10
100125,1,15,16
161635,2,16,1
101245,1,16,45
911230,5,10,30
753361,3,17,5
662643,5,19,12
115563,3,6,26
382171,5,18,35
531002,2,18,25
769615,2,15,48
966712,2,20,29
919026,4,13,22
817832,1,17,14
950227,3,15,9
698175,2,19,44
295374,2,8,33
885969,5,20,37
931690,2,11,46
352716,3,19,4
702313,5,5,40
356281,4,10,38
570409,2,15,46
927806,5,2,13
841163,1,12,26
640746,5,8,28
581760,3,8,7
317143,5,12,34
607861,2,14,9
921460,2,6,7
23061,4,20,30
754159,5,11,8
302229,2,19,12
609475,4,13,39
465913,5,14,43
841819,1,20,3
818024,2,11,46
125212,2,2,40
71627,3,4,6
754842,5,16,34
444243,1,3,17
424715,2,18,47
751755,2,11,22
576013,3,11,44
839113,1,16,31
812978,1,10,48
459581,5,11,37
989832,2,14,23
523631,3,14,1
923375,5,12,9
680193,1,17,42
235375,1,17,28
583606,4,13,4
348724,5,20,4
446793,3,17,45
419131,2,13,27
275622,3,17,37
718038,1,15,48
858502,2,17,36
844726,1,15,34
765271,4,11,21
979506,4,10,42
295903,2,18,4
957946,4,2,25
143505,4,18,3
916211,3,1,5
218284,3,18,37
91245,2,19,3
638494,4,20,32
384288,5,5,9
791973,2,14,22
804207,5,17,33
517189,2,8,29
557285,3,1,8
579332,2,2,49
315284,4,7,7
111171,4,4,38
191567,5,13,18
454894,2,15,19
880978,4,4,50
988372,1,15,36
444666,4,2,38
446862,1,1,50
149464,5,4,46
971591,2,4,29
290523,2,19,48
710979,5,1,10
952387,4,15,34
247688,5,4,27
186622,2,4,30
640371,2,2,4
857117,3,18,50
658298,1,20,45
259241,3,3,16
765861,5,17,47
883744,4,12,8
874504,3,15,42
185003,1,9,40
359244,4,3,48
28542,2,9,5
792972,1,10,41
466147,3,16,9
691415,1,11,29
378563,5,13,44
130415,5,6,9
624140,4,1,41
142319,2,5,43
392723,2,20,31
894945,3,17,10
29958,2,12,41
84496,4,4,27
411598,5,1,33
124128,2,17,3
817808,1,7,8
721691,4,20,43
332233,2,5,32
547503,4,16,48
198673,3,5,50
502558,1,20,16
388680,5,6,28
834410,4,17,13
199724,5,13,46
715751,1,4,4
176123,5,17,12
794055,2,11,16
24882,4,7,39
224974,3,6,21
901230,5,20,50
732703,3,12,32
285300,4,1,49
72343,1,12,10
38105,2,10,37
57097,4,20,7
896256,2,1,44
863417,5,11,27
726905,5,3,43
168922,3,4,45
649549,4,20,39
218429,4,3,9
269672,1,8,29
347102,4,12,2
421794,1,18,6
233934,3,14,17
925857,5,8,41
138150,5,13,9
854342,2,10,21
241171,4,2,2
468238,4,19,17
843585,4,9,38
115441,1,1,23
764141,5,17,28
740851,3,20,38
755597,1,7,23
971018,5,2,46
514599,3,13,33
281927,3,13,44
927173,2,15,6
741964,1,17,48
221442,1,14,11
712047,2,1,17
124036,5,15,32
533862,4,8,5
645441,1,7,20
505456,5,2,32
159387,5,12,19
883416,3,2,41
634293,5,19,3
637888,1,16,7
116778,2,12,33
294916,3,17,22
612643,4,19,18
96176,1,12,22
759191,5,12,19
966240,1,1,48
416485,5,8,20
586006,5,10,41
515490,3,20,38
902414,5,19,36
935663,5,15,46
468906,2,10,18
474084,2,15,31
548348,3,4,42
751628,3,16,4
724673,2,12,48
312166,1,4,10
878281,3,4,35
689301,5,9,41
901801,2,12,5
180698,3,13,50
506266,5,17,47
64260,4,17,26
456788,3,8,22
577079,4,7,11
923492,2,11,4
512777,4,9,15
939405,3,7,25
670469,4,15,42
80744,2,5,46
225433,1,3,8
424194,1,15,30
441357,3,5,24
410480,1,11,18
403050,4,16,41
877269,4,8,2
170136,4,11,47
895554,2,11,17
235620,1,11,10
242475,5,2,20
938599,5,16,14
579577,4,2,45
572855,4,3,32
951315,3,6,40
476123,1,1,18
42605,3,2,23
394023,4,5,16
786339,4,16,25
474546,5,19,38
950097,3,7,10
551486,3,17,41
119011,2,19,33
391621,3,14,16
827670,4,14,12
536056,4,4,5
932670,5,17,13
493557,1,20,37
387628,4,11,27
383120,2,12,32
48175,2,10,11
624686,3,4,1
832982,2,17,25
39084,1,11,45
701341,1,10,26
669640,1,5,13
728657,3,3,41
467870,4,4,30
833482,4,3,9
40086,2,2,6
999354,2,1,16
482345,1,14,6
330808,1,8,14
97128,2,2,42
299401,3,16,41
501392,4,13,29
785108,5,1,1
602291,5,18,29
944150,1,1,40
968507,2,8,45
825676,5,14,44
613356,3,4,24
781825,1,19,10
327823,2,17,24
248855,2,7,27
43262,4,13,36
981841,5,17,21
638406,5,2,39
405603,3,14,25
385776,5,7,7
954987,1,9,34
107670,4,19,45
611070,5,17,9
700658,3,6,15
370772,2,3,21
813960,3,6,40
245930,2,1,10
578424,4,6,7
201973,4,1,39
262125,3,4,4
709279,2,7,44
810374,4,15,8
645471,5,6,9
982191,2,13,23
526825,1,3,42
618911,4,1,14
119617,4,5,17
239325,1,13,24
59959,3,10,6
649688,1,8,1
791708,1,8,38
323044,2,12,27
477677,2,19,24
333624,2,10,12
746614,3,3,25
778970,4,12,42
576396,3,10,50
315814,1,18,29
888691,2,1,34
595304,2,20,45
447506,4,5,32
503758,1,5,22
747799,2,9,42
732767,1,18,48
425604,2,6,43
958057,2,15,20
891078,2,8,40
52065,2,4,27
903882,2,2,28
287160,1,4,41
290284,4,2,7
983727,1,6,32
712333,5,14,30
883518,2,5,35
783285,3,17,37
702165,4,8,44
142464,2,10,26
30483,1,6,47
379733,3,11,1
989180,4,14,46
530959,2,12,41
604851,3,19,34
985906,4,6,15
857469,4,12,31
717182,5,4,49
267096,5,20,14
282480,4,5,21
707237,1,13,9
729870,4,15,1
165215,2,19,6
50895,3,11,20
680167,4,9,9
405827,2,2,8
446699,2,20,1
637246,4,17,22
48665,4,19,24
320880,1,9,32
409705,4,17,37
480371,1,15,7
866495,5,10,47
598954,3,3,12
442959,5,10,2
147211,4,7,3
840439,1,11,43
256041,4,8,29
334567,2,12,6
464390,1,12,15
495178,2,11,44
180876,3,5,42
264033,1,2,34
85239,2,19,20
240425,1,19,41
743528,3,3,8
918640,5,12,4
672602,2,8,34
117819,5,16,7
661279,2,16,30
455759,3,17,40
382699,5,10,44
242280,4,11,37
187250,5,3,13
607835,5,17,38
126102,1,2,24
94999,1,14,18
285258,1,16,31
377178,3,7,37
645328,3,19,45
361311,4,19,41
323730,1,1,25
699846,5,11,2
865112,4,3,25
632836,4,1,36
636854,5,5,26
451681,2,7,28
86513,4,3,27
182954,2,8,42
251390,2,20,21
943028,4,6,30
90420,4,6,6
693033,5,16,32
273027,4,9,20
569642,2,12,19
961523,4,12,13
907616,3,8,39
877866,5,9,31
411242,2,6,32
793515,4,17,37
320546,1,15,9
583355,3,2,13
695363,3,10,7
401454,5,19,19
189052,2,16,38
546303,2,6,32
438225,1,16,26
834902,3,4,40
338295,2,17,6
504764,3,7,47
164125,2,18,28
493681,5,3,46
83000,1,3,18
80495,3,7,6
999102,1,5,40
257490,2,13,7
695768,3,7,42
760391,5,16,39
169083,5,12,48
507672,2,6,28
874997,4,13,40
482790,5,17,6
23911,2,2,18
314268,4,9,35
638945,4,19,33
638478,2,15,22
549191,4,16,24
975740,1,2,39
724927,1,14,26
269642,3,16,49
748760,4,15,41
76936,5,5,32
284452,5,20,37
196760,4,8,7
873478,4,1,16
582474,5,4,11
896186,1,19,35
519030,3,11,26
749321,3,13,48
850389,2,11,22
724208,3,1,15
491858,1,2,42
332428,5,14,22
42581,2,9,14
528289,4,3,43
902692,2,7,2
482402,4,18,18
866319,2,18,4
522785,2,13,1
501129,1,8,47
784107,3,10,28
329758,1,16,21
513421,2,6,29
40754,5,15,23
585378,2,14,49
131782,3,2,40
631581,2,5,26
784712,3,20,10
283712,2,12,14
772994,1,9,1
104565,1,17,3
300506,3,4,32
99030,3,2,22
864257,3,7,31
321816,3,10,5
254021,3,1,30
564268,1,17,42
74014,5,1,19
780772,3,3,2
556971,2,1,38
501720,3,20,7
414963,5,12,16
401247,2,12,46
612235,1,9,3
959085,3,3,21
269442,2,9,25
941675,1,11,11
461777,3,4,9
806848,3,17,39
249614,3,19,8
377270,1,7,47
924083,2,13,3
968998,3,16,22
105152,4,3,9
169508,4,16,45
935438,2,10,4
444165,1,18,15
528639,3,2,34
690624,1,13,27
892967,1,7,25
59495,1,5,11
974320,3,6,26
64664,5,7,8
952680,1,16,10
70325,4,20,37
208536,2,3,49
57824,1,10,38
903257,1,5,20
945731,2,19,3
243851,3,5,36
373746,3,11,27
393448,2,14,21
819496,5,11,43
122401,1,15,27
25196,5,20,24
784879,4,18,22
218631,3,19,28
827357,2,13,21
770227,5,18,26
632978,4,2,24
927870,1,5,37
779706,5,19,12
287589,1,14,4
331388,4,13,34
489902,1,14,31
769711,4,9,23
721714,3,2,24
663028,1,19,49
34782,3,15,9
729867,2,13,50
306894,4,20,15
810139,1,4,38
71516,3,4,15
191506,5,10,4
499935,3,17,28
989844,4,15,11
806226,2,14,35
48219,4,10,5
540468,2,2,22
582996,1,18,28
38868,5,13,43
911893,1,14,17
868307,5,13,42
369108,4,17,34
319901,1,2,42
258411,1,18,36
371645,3,18,11
446894,4,15,9
101760,4,12,18
449801,5,12,38
959536,1,10,28
134422,3,17,20
752874,1,18,48
627060,5,13,12
772774,2,8,10
937356,2,16,9
925473,1,7,8
672494,3,4,29
269035,1,11,25
747432,4,5,4
838958,4,19,25
917796,2,8,39
953602,5,12,35
599824,4,5,8
398681,3,5,6
881526,1,3,22
430575,3,12,5
541777,3,8,17
143553,3,9,20
583671,3,1,8
676914,3,12,42
806709,2,10,1
875459,1,5,1
382472,5,6,44
172571,1,7,22
250203,3,11,30
844055,3,20,41
414326,1,11,24
649792,3,16,10
908583,3,4,39
924163,4,5,7
456355,2,5,1
735461,2,3,37
53936,3,5,23
583971,4,13,43
698356,5,13,26
680021,2,20,20
250244,2,9,1
75343,3,10,44
326376,2,20,19
202972,2,16,7
830352,4,18,39
305024,5,18,21
608243,5,17,41
302086,3,4,43
677526,4,2,10
346343,1,5,38
886315,1,16,24
826036,3,11,8
176877,2,20,16
784650,5,7,44
91808,2,15,7
953418,3,18,9
859342,5,12,3
61600,3,3,41
875821,3,20,30
307584,5,14,20
127260,4,15,26
679853,3,20,24
605521,1,1,50
436321,3,14,29
211038,5,10,23
721921,4,19,8
220535,4,9,14
372888,5,16,16
595760,4,11,30
282805,4,5,45
830854,5,16,43
171032,5,10,45
399520,2,9,21
853927,5,4,5
35128,4,3,2
830778,5,20,30
439054,1,16,36
844862,5,11,9
115315,2,5,24
61549,1,9,9
362380,5,15,21
163930,4,10,34
997634,3,8,35
873815,5,8,16
367588,2,8,25
806476,5,5,37
845315,3,8,35
71915,1,14,19
612153,2,8,13
448356,3,15,11
946599,3,20,13
471608,2,2,43
549350,3,13,49
611975,5,8,38
390112,1,6,47
466518,2,4,36
843001,1,8,11
161465,3,11,2
121458,1,6,15
909165,4,16,42
372100,2,17,16
576872,4,3,2
853184,5,3,35
736401,2,2,4
177036,1,16,31
886368,5,14,22
616811,1,19,28
639948,1,2,36
872108,2,11,49
849052,2,10,24
921295,4,15,50
620108,2,9,5
137742,3,18,28
424920,3,10,49
124600,4,3,13
531453,5,10,14
604709,5,18,20
140447,5,2,34
187833,4,18,3
325305,5,11,34
796848,2,10,18
310067,4,9,21
498431,2,18,8
731566,4,20,18
25931,2,19,50
912458,3,1,43
950054,1,7,16
95816,4,1,44
705172,2,2,48
997463,3,9,7
174241,3,7,6
506761,4,17,41
885202,4,3,25
704364,3,13,42
688012,4,4,22
701755,1,11,36
149558,2,1,17
571091,1,17,50
260083,2,6,47
427915,1,12,16
521579,4,11,49
709943,4,2,34
846536,3,4,40
252729,5,20,3
910683,2,19,27
866669,1,18,38
852586,3,12,38
887553,4,18,6
84269,5,17,14
194961,4,19,47
934692,3,7,41
391931,1,16,23
92331,3,5,4
111223,5,10,15
47565,1,7,5
343370,3,16,30
60789,3,3,9
898876,4,11,10
859090,5,7,40
981124,2,10,30
732276,5,20,19
213076,1,20,28
312878,2,14,39
515386,1,8,27
139303,2,15,37
357391,5,9,3
640330,3,19,38
750168,4,20,20
335477,4,1,36
835381,5,14,49
794504,4,15,34
521585,3,15,14
56937,4,14,19
769608,2,17,12
149163,2,12,18
665249,5,18,15
959819,2,7,48
30864,1,3,9
294834,3,10,48
865163,1,20,16
490626,1,19,38
430836,2,17,37
844334,1,15,34
342642,3,10,37
560163,5,2,8
252275,4,1,8
353281,4,5,4
691210,5,1,3
29197,2,2,31
915511,4,14,36
849940,4,11,28
953287,4,7,47
801979,1,2,33
471071,1,17,1
53977,5,4,15
929927,4,12,50
126654,4,16,23
663979,4,7,23
818020,4,11,9
884818,2,15,11
758442,3,19,46
674365,4,14,39
558642,5,9,37
563113,1,20,3
102948,1,15,5
167972,4,19,34
754243,3,6,1
987645,2,9,47
939807,1,20,23
399951,2,8,2
866740,1,20,1
369871,5,10,23
404453,1,7,46
629422,2,1,16
258037,3,13,28
52155,2,15,14
261866,2,20,28
999286,3,12,37
987907,3,18,38
593638,3,5,22
957711,3,20,49
431110,4,20,47
88094,2,5,25
193853,4,7,8
364121,1,3,3
348729,2,17,12
57791,4,12,38
161338,5,1,26
728805,2,13,34
744061,2,1,9
220803,5,17,42
856627,1,9,10
115183,5,17,38
50138,4,14,2
368825,4,15,4
31673,3,6,48
285688,3,20,1
30111,3,16,2
224069,1,4,29
267394,5,14,20
636540,5,5,50
672527,5,17,1
364868,2,19,47
819739,4,17,3
800643,5,7,28
884325,3,13,23
459711,5,4,24
486574,1,17,37
638848,5,2,17
505933,5,15,48
514267,5,17,33
483234,5,4,29
250255,1,5,14
129748,2,5,19
860435,1,6,37
986659,5,19,19
695399,5,15,20
568859,4,15,28
640815,1,8,34
169862,4,11,48
275805,4,3,16
75552,5,18,14
332793,4,19,18
806087,2,6,38
730775,3,18,16
773072,3,5,9
130360,1,6,26
921625,2,18,34
767849,3,12,23
905886,5,3,39
206742,5,7,30
938015,5,10,11
493054,5,9,15
967936,1,7,2
420212,2,8,31
745525,4,17,17
353937,1,7,25
170364,2,18,11
299045,5,14,3
878002,1,13,19
308951,3,2,35
915844,1,20,20
977780,2,2,40
322273,2,4,22
709111,2,6,4
988749,2,13,25
345214,5,2,14
294505,4,17,14
38723,3,9,36
482759,3,19,19
275234,1,1,9
219641,4,5,17
58434,2,17,28
318866,2,3,41
800921,5,18,41
922422,2,19,20
953804,3,3,28
967466,1,1,43
859836,5,19,43
847382,4,2,39
123194,5,8,2
800623,4,14,26
927273,5,19,50
826130,3,2,49
658759,4,19,21
728476,5,9,29
687297,5,14,50
203150,1,18,27
271623,3,17,19
517986,2,7,20
457159,5,10,11
464828,1,18,18
438998,1,2,34
896659,2,11,28
766873,1,11,5
378918,1,18,42
96269,2,20,16
206607,4,1,39
341787,2,17,48
983462,5,5,12
825304,5,9,20
430051,5,19,19
65876,5,10,50
344616,4,20,26
417266,2,17,25
900711,5,6,36
263281,1,1,39
519167,5,7,21
753902,5,12,21
990566,2,10,19
181555,3,16,39
514121,5,8,26
555020,3,9,14
273114,1,8,18
86348,4,5,49
582502,1,13,22
169336,1,13,3
200861,3,17,23
89599,4,19,17
147642,3,8,31
552877,2,3,20
164176,5,7,22
819038,4,20,29
505661,4,9,2
180820,5,18,19
461992,1,15,11
766476,2,8,9
426862,5,13,4
957063,5,1,21
683326,1,14,17
539986,5,7,48
528334,5,19,49
473073,5,3,5
628942,2,18,48
303935,5,14,4
102267,4,20,23
853368,4,15,16
806031,4,12,9
130289,2,3,44
619547,1,7,22
913679,5,9,27
705495,3,12,40
139849,1,11,40
153542,5,10,7
741249,5,2,12
43404,3,11,27
636413,1,13,9
915472,2,14,20
611337,4,19,46
704462,2,17,17
473192,4,7,25
537677,5,1,32
583982,2,14,26
537986,5,15,35
626917,5,7,39
95767,1,15,28
761001,2,20,20
68168,3,13,33
671572,2,19,26
444507,2,15,31
413609,2,1,47
779652,1,3,7
933616,4,15,3
857519,1,6,39
121512,5,18,7
620066,5,1,12
455017,2,7,35
758517,5,7,36
44720,1,5,7
404511,4,18,12
588473,1,13,50
494327,2,9,20
241326,3,12,46
572489,3,18,21
383846,5,19,42
450120,1,3,4
112900,3,1,30
895652,1,18,44
200733,2,11,15
869751,5,14,21
328120,5,8,41
951630,3,18,12
575650,1,8,2
888905,2,5,26
320924,4,10,21
775564,2,17,17
107817,2,15,30
923823,2,10,33
586624,3,16,35
438935,4,5,48
607907,3,1,27
358603,3,15,42
701492,3,1,8
472469,5,16,9
413141,3,9,12
732760,4,11,3
809611,2,5,28
353947,2,1,46
910727,3,17,36
276828,5,17,34
275565,2,12,2
938876,5,10,2
981907,2,17,50
280537,1,11,15
342762,5,2,15
886016,4,14,20
906294,1,13,22
273479,3,15,19
517459,3,5,42
978852,5,7,22
515260,1,18,1
728785,3,10,28
439207,3,8,31
895531,3,3,35
395191,2,6,11
261494,1,5,32
732245,2,4,9
20143,1,19,31
910885,1,3,42
213571,2,5,25
842423,2,11,16
776264,2,14,17
629597,3,15,2
966029,4,2,12
147626,1,11,42
268307,5,7,24
660832,5,13,30
612456,4,18,48
875552,1,5,17
299040,5,3,9
459557,4,12,7
245276,3,20,4
321230,3,4,42
690263,4,3,22
337374,4,17,21
170129,3,20,36
659463,1,18,2
794286,3,2,37
675349,3,19,17
515788,2,4,3
788945,4,20,27
769847,3,20,50
760121,4,8,35
911927,4,2,7
288304,1,14,39
259172,1,15,39
430888,1,11,36
718189,2,3,15
249877,3,6,49
982464,2,17,18
739806,3,6,30
990167,4,5,13
748253,5,1,18
393074,2,18,50
650660,4,20,42
615876,1,10,37
740815,1,5,20
398655,5,2,43
40200,3,13,20
198291,3,11,23
437007,5,14,50
164488,5,20,14
958249,5,17,43
864282,2,12,16
932513,3,18,41
720652,5,10,12
969752,5,8,23
328965,1,10,25
851343,4,13,35
961457,1,15,50
45462,3,17,35
503585,5,12,1
451337,1,14,42
62053,5,14,15
932235,3,15,36
584152,3,4,20
683307,1,6,23
548950,4,2,42
914177,2,5,21
214817,3,8,2
41347,2,13,4
498355,1,7,21
442689,2,1,34
574909,5,18,23
296705,1,17,6
320973,3,7,3
632204,3,12,16
992053,3,7,23
285247,5,12,37
929136,2,2,31
273082,5,17,32
447848,2,15,4
901563,3,12,32
469213,3,4,42
815758,2,10,35
260750,1,14,20
142319,1,12,9
538078,1,5,44
327647,1,7,38
150391,5,8,12
774746,4,20,5
518746,4,10,38
431078,4,15,45
827449,2,8,49
224577,3,13,16
279513,1,7,27
807438,5,6,28
186418,5,20,39
250214,2,6,14
39106,4,8,36
836872,3,10,12
445368,4,4,16
873587,1,3,2
469731,2,13,25
274960,3,5,14
425204,5,19,21
868001,4,19,44
146259,4,9,14
208193,2,3,8
366910,1,9,28
233688,3,11,38
566569,1,10,39
435679,4,14,47
680120,4,20,42
424455,3,12,16
138893,1,1,41
797965,5,6,24
137257,1,13,15
724799,5,9,42
100579,3,9,12
398004,5,19,32
826070,4,3,4
635412,3,19,29
47767,5,10,38
53358,1,6,29
544716,3,4,9
924274,2,6,45
663096,3,7,21
228162,3,12,12
338436,1,16,22
680429,4,6,20
338449,4,17,12
453045,5,17,36
859077,1,19,19
211993,2,3,24
186926,1,20,47
666782,1,16,43
227518,5,3,19
772664,5,2,12
679960,3,14,40
172251,5,1,45
332448,3,15,23
811969,2,12,25
203816,2,19,21
200893,4,8,10
610038,2,19,21
945176,2,16,42
293316,1,18,45
385357,3,16,18
915952,1,2,11
377038,4,12,30
378958,1,20,13
226289,3,2,6
917275,3,8,23
481675,2,4,48
703817,4,8,9
886727,1,12,7
460202,2,5,40
815579,5,9,30
586131,5,9,32
128902,3,2,18
740803,1,5,39
477307,3,8,35
625826,2,8,20
644774,1,2,29
641417,1,9,4
446133,3,18,15
43341,5,15,4
324085,5,2,43
499813,1,20,44
159788,3,9,24
729279,4,15,25
233550,2,6,47
712921,5,15,42
97431,3,20,12
742116,3,16,40
137300,3,1,22
580007,3,13,40
83069,3,2,12
429052,1,7,37
26179,4,11,26
623157,5,3,14
865091,4,18,33
782969,4,1,43
376734,2,11,45
862830,3,12,48
134258,3,15,32
996108,2,1,1
558124,1,14,36
218499,1,3,27
251811,3,14,25
622957,2,1,30
452800,1,13,40
950722,3,14,46
642694,3,9,31
299686,4,16,49
818284,3,2,3
103411,3,4,42
571467,2,13,30
306563,5,11,29
220337,2,7,34
560583,4,3,27
952267,5,6,33
383439,4,15,26
560304,1,18,40
544681,3,11,2
930732,3,13,7
840385,3,13,9
95654,1,15,3
651271,4,2,40
954305,1,19,5
287499,3,12,27
512400,1,18,21
115075,5,6,30
632710,3,18,50
917282,5,1,10
354804,1,15,17
694604,3,6,47
443678,4,1,8
731837,5,17,23
196339,5,7,27
631672,2,4,18
125419,1,19,48
744419,5,5,39
23080,1,5,44
312920,5,10,27
395341,1,7,46
891007,1,1,41
213842,5,14,26
693028,4,12,26
326803,5,4,27
417054,5,1,1
285598,2,17,48
922599,1,20,29
411314,3,3,4
743217,2,17,50
333027,4,2,18
465699,3,2,49
34865,5,10,31
578527,4,2,44
402120,5,13,40
379017,4,19,20
812805,1,3,37
276945,3,12,10
175426,4,13,49
970897,3,8,3
984694,1,7,18
444216,5,1,25
897482,5,12,5
801960,2,5,39
513113,2,10,35
940277,2,9,14
783597,4,16,23
492167,4,7,18
283946,2,17,11
810802,5,9,3
571618,2,10,23
802111,5,8,32
547932,3,12,41
241746,3,7,27
893070,3,14,41
800779,3,16,15
602150,2,7,30
277441,4,9,10
796641,1,8,42
122682,1,5,24
997748,1,7,40
452770,4,4,39
535159,2,7,37
898185,4,8,21
549905,2,2,25
894756,2,3,5
564679,4,7,35
810153,2,4,27
297344,1,16,44
324732,1,3,19
571990,3,13,47
607053,2,13,21
122640,2,9,36
81585,1,20,33
363604,3,2,24
999758,3,14,12
288575,4,3,2
869548,5,14,34
932555,2,10,6
878058,2,5,5
93003,1,6,31
362619,5,7,23
630318,2,12,39
215837,1,16,30
602971,4,18,35
946249,2,17,40
945681,2,2,29
976515,1,10,41
985625,5,6,38
800502,3,11,37
362596,3,5,10
731860,4,2,21
150581,4,2,29
282205,5,11,37
43673,5,5,21
502246,2,8,29
262007,1,6,41
349439,5,13,13
88759,4,9,14
168323,1,17,34
459996,4,18,16
916397,5,8,38
63125,2,7,18
882882,4,3,43
468071,3,18,21
863683,2,12,11
819105,4,6,41
369906,4,16,27
240422,1,16,42
96003,1,15,11
458022,5,11,4
567773,3,1,35
502205,1,15,11
602462,5,10,13
529602,5,15,35
687106,3,19,8
511634,3,3,25
49958,1,1,5
617532,1,12,49
726680,5,14,18
686371,3,14,49
850477,2,17,27
704289,2,20,45
34387,5,16,14
89334,2,4,9
140128,2,6,39
827862,2,8,9
24034,3,12,47
978010,5,12,47
909362,3,1,13
839555,5,5,16
924824,1,14,7
400600,1,13,17
679630,2,3,41
528278,5,6,16
663706,5,8,34
548540,4,13,9
340169,1,12,40
321390,1,7,45
241074,1,15,7
760075,2,8,1
505855,2,3,22
930724,3,19,22
674959,1,19,18
706639,5,15,20
796471,2,19,50
50479,3,7,1
708967,3,9,25
396807,3,3,24
91105,4,12,8
542166,3,4,11
168032,3,15,32
928023,2,19,1
876943,4,3,12
669152,3,6,7
986216,3,1,27
288124,4,7,24
333911,5,10,13
487136,2,18,16
187754,2,10,8
448692,5,14,12
424291,4,10,4
877763,2,12,18
553659,5,6,42
534964,4,15,17
683925,2,7,2
128320,1,4,25
499067,5,10,35
37249,3,14,38
39926,2,2,34
956962,3,4,2
651567,2,13,17
336495,2,2,48
754788,1,13,1
188697,4,12,39
89834,5,15,17
448776,3,6,40
29288,3,1,47
957568,4,10,31
91132,4,14,33
549019,1,5,33
475950,4,6,4
364746,1,4,15
297791,1,20,35
661116,2,7,3
223890,3,13,16
999874,2,1,41
956644,4,9,23
485995,2,3,22
701024,4,2,5
611982,2,3,9
104833,4,8,14
382584,4,2,46
176093,1,2,47
205657,3,17,43
314329,5,3,31
334203,3,14,42
567475,2,15,18
922194,4,15,28
391056,3,5,24
811195,1,16,39
932948,3,6,6
666582,3,2,10
991165,1,15,22
606526,4,10,41
742997,2,12,32
319153,2,8,4
616528,1,20,47
241402,5,12,2
133576,4,14,25
258699,3,14,47
124934,3,20,29
918457,1,6,9
285634,4,1,23
542465,4,15,20
336231,5,5,36
595086,4,2,7
859899,4,15,16
710252,3,17,11
333326,4,3,23
863428,4,9,7
277958,1,3,38
28257,2,2,10
504460,1,3,18
71418,3,19,28
737166,1,8,39
240154,5,11,12
830483,5,12,2
842663,4,7,1
190374,4,14,43
647395,1,2,39
852917,1,9,5
517020,2,9,8
623378,2,5,40
134018,2,13,41
414621,2,3,29
195755,4,7,48
238132,2,9,2
486005,4,10,40
577783,5,16,46
683404,4,15,33
45834,5,12,1
640850,1,9,16
816062,1,19,43
28487,1,18,6
384064,1,1,9
736059,1,5,37
546973,2,9,12
737854,4,2,25
98899,4,11,34
377344,4,5,50
49761,2,20,32
552982,4,10,37
986573,4,5,43
745446,2,20,41
982091,2,14,27
708225,1,19,4
796894,2,15,29
864066,3,20,3
437124,2,13,29
237945,5,19,22
381619,3,5,29
812898,5,18,21
786150,3,11,12
712360,4,11,4
239661,2,10,38
938217,2,11,44
392165,5,12,12
445134,4,6,30
498452,5,2,46
534230,5,8,24
182973,3,18,3
501402,3,2,41
870825,2,8,47
643986,2,4,29
438752,1,11,42
872917,3,15,23
361747,5,17,4
385576,5,4,29
676125,4,7,14
205410,5,12,39
277269,5,10,37
822641,1,1,43
212086,5,6,7
432450,2,16,32
864786,1,4,35
699959,2,2,23
697029,4,18,42
717178,3,6,3
615320,3,16,33
648612,5,5,5
543764,4,16,20
823530,4,18,12
290178,2,12,8
956481,1,2,11
